Omega_b  Omega_m  h  n_s A_s
3.410046968414968960e-02 4.225044126612730322e-01 6.812488666029947737e-01 1.016562446483143756e+00 2.780372510988279089e+00
4.351658307429631667e-02 3.522016469767847990e-01 8.243743801170213548e-01 6.725621799432678349e-01 3.045295853839149913e+00
6.264652893577313253e-02 2.682867327537251656e-01 8.120360982262160299e-01 6.492719077392298255e-01 3.165565445474013195e+00
6.550563965927783117e-02 1.496358541718892932e-01 8.418192380719060619e-01 1.128234279861192846e+00 2.388037607777949045e+00
6.231228255478489519e-02 4.234044114670005854e-01 5.502808287739481274e-01 7.533915148366692183e-01 2.490858590384837257e+00
5.712284008505345845e-02 2.330868554629192679e-01 8.557904590262959132e-01 6.578310284854561596e-01 2.952879289525061512e+00
6.462192880078114487e-02 4.790266052598000091e-01 7.590200300919882626e-01 6.587475227064432115e-01 3.510279178570529623e+00
6.426019228024602847e-02 2.598000146652839071e-01 7.023265374303478970e-01 6.558522810702417383e-01 2.564484927128561687e+00
5.028944695476142424e-02 4.853767642168074214e-01 5.614904487812921730e-01 1.147495441254354542e+00 2.499771493610693174e+00
6.404561490292354220e-02 4.884856303321275517e-01 7.060185256748073845e-01 1.076901265751895931e+00 3.418175480075726025e+00
4.141483530386415313e-02 2.859018606897755777e-01 6.341539674420122452e-01 6.106692977249285059e-01 3.957023810347271464e+00
6.452595589065818205e-02 2.287187767279338091e-01 5.444490095008235331e-01 6.291290748040574421e-01 2.408118250753051193e+00
3.585462070979675286e-02 4.246852942151632115e-01 5.402891281609277785e-01 6.637664093196218307e-01 3.431122087671396592e+00
5.905353785794914545e-02 1.418268330346984241e-01 5.451365096275906375e-01 1.201012882255459768e+00 3.486842313819151329e+00
5.251925610124186239e-02 5.509878419201247324e-01 6.064964976337325897e-01 1.090842599238590394e+00 2.490221401082988617e+00
4.645162832418066323e-02 2.794866427017770327e-01 8.286341110244155317e-01 8.204432211278243070e-01 3.466434221382769465e+00
5.802160286668373718e-02 1.529085255473593696e-01 7.326639947562335609e-01 1.075456492427982802e+00 2.032794483586199963e+00
5.075185061761751382e-02 1.172057311367771804e-01 8.000153498580420131e-01 1.139099587087286203e+00 2.015420903198895441e+00
4.984982301323092474e-02 4.727435837349818204e-01 8.491655122701728953e-01 7.048254894744787613e-01 3.990812588400545202e+00
6.856869211363736394e-02 5.848374775925665459e-01 6.866549840857253395e-01 1.205534773948837568e+00 3.574726082608166600e+00
6.684745647701967330e-02 2.208967500311512233e-01 5.035802349688472956e-01 1.195782257081956734e+00 3.351173019941105835e+00
6.633399174227561090e-02 5.576124254919809786e-01 5.903343573311606862e-01 9.615598765722815910e-01 2.045326485262857652e+00
6.899400787696517712e-02 2.708840783095653459e-01 6.270367250873023490e-01 1.263510497612733374e+00 2.888345907422228187e+00
6.074901434486910251e-02 3.163962916685724713e-01 7.845982766146293308e-01 8.247657336464071509e-01 3.712999588683469465e+00
4.377120541036531171e-02 4.401042230287832702e-01 5.279571636353483921e-01 7.118094168461769344e-01 3.641144738017845661e+00
3.718619945344425054e-02 1.941747017427188082e-01 7.145119622733537845e-01 7.976851445037628219e-01 2.013596046646748405e+00
5.884315458431844947e-02 4.500057962198981132e-01 7.970894696723522799e-01 6.364431190220073420e-01 2.436183474236322422e+00
3.898536653944206787e-02 4.118044632583958142e-01 8.775606034728196114e-01 1.254640641244091803e+00 3.071446109419922355e+00
3.958584718358150456e-02 3.517860234118749263e-01 8.099823768786642564e-01 1.037471898279742177e+00 2.754875037517621195e+00
4.639294689786756243e-02 4.155557494908896921e-01 6.895543579930799583e-01 6.653434833634510603e-01 2.175438394062410463e+00
4.266200343281761204e-02 3.105576775125848954e-01 7.863740941095033188e-01 1.197433948310860252e+00 3.210255398428160767e+00
4.231524038216297190e-02 5.499204478235210081e-01 7.413012979854476381e-01 9.234010770133540547e-01 3.485492106616700614e+00
6.545216002269177435e-02 4.383884187837169266e-01 8.937654898889617616e-01 9.509632225386752680e-01 3.692379775934309105e+00
3.835324720481107091e-02 4.763115371740233028e-01 8.811196264702301217e-01 8.096575686619317258e-01 3.948579271978698735e+00
4.106238678697343714e-02 1.827307595010280727e-01 5.731007915425480048e-01 9.179893283792048830e-01 3.629062534556232844e+00
4.460947643726973638e-02 3.336580849400044846e-01 6.559412708290022209e-01 8.513694149515124154e-01 3.254139202498454342e+00
3.790140800251236980e-02 2.483904612048579708e-01 7.182039417609956677e-01 6.264021589680149882e-01 3.986026779960501365e+00
5.809614464895849345e-02 4.097906695473365613e-01 7.526862799684748140e-01 1.202124951128623387e+00 2.640546352749053138e+00
3.501141362688924008e-02 4.344272834365331404e-01 6.289118515054268332e-01 6.199446891515353331e-01 3.201414173497470372e+00
6.079487359504545663e-02 5.298163435769607243e-01 6.394885882969485458e-01 1.151448029819281516e+00 2.296730738172579667e+00
5.835384672702517012e-02 4.146448785524703418e-01 6.381575668920215216e-01 8.352641234522143465e-01 3.693404894291493434e+00
5.180578493751158975e-02 3.149687967271734834e-01 7.743084964317368257e-01 8.638339332586500996e-01 2.388807944221857049e+00
5.367396592250040649e-02 2.011354189408426363e-01 8.291908110130485898e-01 7.558195859574270425e-01 3.640034862892026268e+00
3.662517954567711537e-02 3.926007629615839711e-01 6.784242542575241730e-01 1.055578075239465008e+00 3.498550315510659647e+00
4.434502773336360809e-02 3.392648267406446760e-01 7.199917475259892674e-01 7.449171856405073511e-01 3.193117184091711636e+00
4.226884528098745486e-02 4.474539214171782131e-01 5.897295854122299730e-01 1.256215151114026485e+00 3.007891963637710830e+00
4.391824499332133702e-02 4.083517973703152393e-01 7.294383546655128781e-01 6.510226569699102406e-01 2.884478344667621652e+00
3.456509562171559274e-02 2.438163593104299143e-01 5.126376476045199082e-01 1.182038036627651723e+00 2.456659087383868290e+00
4.815155411179607159e-02 3.491301617761483067e-01 7.552128972853696665e-01 9.739507565034710712e-01 3.961722133027984150e+00
4.990022527805457880e-02 5.324790166569839389e-01 7.100571948343328277e-01 8.230572890547455112e-01 2.326711740577128484e+00
4.285282377010280613e-02 1.712689777332397911e-01 7.855278562895744443e-01 7.475236085288834431e-01 2.609737908441350118e+00
4.253458442573830600e-02 5.592106781874003341e-01 5.282021442250728338e-01 1.272863216861192637e+00 2.348613379575269722e+00
5.483996266873270020e-02 4.172341392296465834e-01 7.899099524169312936e-01 1.093583978478510188e+00 3.744960658213788207e+00
6.102585406701039467e-02 5.197837494985816376e-01 8.193891532990111859e-01 1.239985365033557496e+00 2.880814844246440298e+00
6.915866662550468336e-02 3.715432866023443692e-01 5.642820146804422565e-01 7.271340086161599547e-01 3.149560507056605729e+00
4.953146524737014195e-02 5.672198044309071374e-01 6.298108352085037831e-01 9.672645298192011909e-01 3.459694099279253088e+00
4.904001150205537785e-02 4.213909710631665861e-01 8.787786517458819890e-01 1.247541267771090423e+00 3.625499225051263874e+00
3.695473126481648579e-02 1.662125706826518834e-01 7.079113134387603479e-01 8.125535155386621744e-01 2.777409556486686082e+00
5.001954156777633359e-02 2.664814962320154468e-01 6.267984092274458963e-01 1.074450969305903891e+00 2.909667883155090617e+00
4.529337138051695022e-02 3.762631464699086603e-01 7.173863379775948790e-01 1.175932477756834960e+00 3.379176671037023905e+00
3.656682448458703494e-02 2.583382721584980279e-01 8.949827960206022670e-01 1.149075782710511584e+00 3.561140450438547322e+00
3.044154581618343028e-02 3.840403621256510691e-01 6.920867949026440202e-01 1.082225186170584275e+00 2.797511093754455835e+00
5.645453859816798592e-02 1.893390449340915105e-01 5.798287550221798980e-01 8.016419490060074926e-01 3.315800318944286396e+00
6.639706984199914008e-02 3.923828361586283453e-01 6.754472459163118891e-01 1.033897246541900294e+00 2.385588056164574144e+00
5.406557791676162850e-02 4.688981975847675843e-01 8.801978638548533240e-01 8.437859520843276062e-01 3.542723814978038455e+00
6.391094867375227140e-02 3.693027559123862602e-01 5.509009302197810376e-01 1.156505888738072363e+00 2.119693544738287194e+00
6.865095401581741696e-02 2.058846021588357500e-01 8.052122443624540882e-01 8.555405925089678565e-01 2.882091985657765587e+00
5.196259714874168489e-02 3.244172743015265592e-01 8.885225785201353865e-01 8.157725899735368547e-01 3.068596454565415410e+00
4.829242184898172030e-02 2.716769719879725820e-01 5.032967860395068938e-01 1.152797171284729583e+00 3.013353623842491391e+00
3.951086582298191791e-02 1.492359828622388251e-01 7.379636747866757940e-01 9.232131089838946369e-01 3.996522102659500142e+00
5.234902569155924085e-02 2.119989910452708959e-01 8.826832712325480834e-01 1.251882161132545690e+00 2.307979681131246075e+00
5.487622617704468464e-02 1.616189403690137805e-01 6.021777634280581770e-01 1.200782880269473107e+00 2.678016723942189703e+00
5.361739912250232387e-02 2.325998899438216361e-01 5.179879705148666691e-01 1.299812971229095337e+00 3.736496165127126901e+00
4.883346847829419385e-02 4.495797944874261320e-01 6.657552060741461775e-01 8.751476221513208031e-01 2.531721354202235652e+00
6.180501016298169809e-02 3.728055512202140820e-01 6.916184964539113800e-01 7.369594631641956939e-01 2.688999281990781753e+00
4.271028743771823621e-02 4.324794234692165285e-01 8.079671397549985645e-01 1.114517975798502647e+00 2.558874125289051893e+00
3.702202104844778269e-02 5.993926613282127835e-01 5.012572583563683626e-01 1.095039702440050000e+00 2.203594110868320133e+00
6.880454594220217213e-02 2.721797244427478502e-01 8.467282986231916553e-01 6.628278874772770557e-01 3.959492938854232591e+00
5.036031019100582762e-02 5.701000522701523687e-01 5.222071005482906703e-01 8.617050035942990238e-01 3.762001476517234710e+00
3.687318550766315733e-02 4.526065714860402212e-01 8.414646206543576756e-01 1.282358652352094897e+00 3.552015851545268887e+00
5.274940015880304894e-02 2.417544578262878774e-01 6.869608010782602969e-01 7.282177717445496024e-01 2.736695266506139035e+00
6.721391209765033292e-02 1.876019415515694511e-01 6.312528103594240436e-01 1.251409172149704929e+00 2.289268208545574446e+00
5.154273698701845874e-02 3.979219197174705958e-01 8.523136700714077918e-01 9.248621915799009052e-01 2.636651559613819362e+00
3.826104468288910043e-02 4.564330432821107619e-01 7.029147655129009964e-01 8.220433963077266037e-01 3.591105294053507091e+00
4.780938085596510984e-02 2.927564707794293453e-01 7.509309770680868690e-01 6.877079654195682457e-01 3.109612487087167310e+00
5.794746206239208275e-02 1.367643971140728998e-01 8.446767653051847624e-01 6.604159178148294451e-01 2.109669180471536620e+00
6.641206801194032838e-02 3.363147274129412168e-01 7.537372408165411430e-01 6.076108238511669368e-01 2.729151896383561038e+00
4.930843665441243806e-02 3.377789767275193311e-01 6.263281340416880782e-01 1.009789899300712612e+00 3.634265572157281632e+00
6.656439086511248271e-02 3.042422199872089061e-01 5.009151932975429711e-01 7.717032606826239594e-01 2.849841289628978203e+00
5.828111144802167187e-02 5.401258036117979611e-01 6.674508565598982202e-01 6.663236540602957003e-01 2.946411636806417267e+00
4.378943732629210495e-02 1.819844829353638727e-01 5.466438605991671418e-01 7.317513387234263478e-01 3.855663714139274667e+00
3.876854686038477132e-02 2.657590549772653743e-01 8.128360792743216656e-01 1.180426330895006704e+00 3.122844932522453210e+00
6.268726073273854504e-02 1.728518563238086170e-01 5.941362174440452115e-01 6.296316951559186581e-01 2.539737472738829105e+00
3.555535851962531024e-02 4.138951147005778264e-01 6.113407610546378601e-01 7.135817318091833839e-01 3.621952731119546964e+00
3.840734971796447988e-02 1.610366188560151124e-01 6.635349545876969568e-01 1.281817772352724205e+00 3.594095037335643283e+00
4.741091719950633887e-02 4.573015563074370737e-01 7.665027443891656578e-01 6.070255765659209324e-01 2.849026744863473404e+00
6.164880246621273069e-02 2.190766560439411648e-01 5.744959428723755979e-01 8.812579331826640994e-01 2.950530072781388569e+00
6.247628248071844526e-02 1.481754007382825311e-01 8.460033680501590769e-01 6.956234148379146776e-01 2.266546770531585153e+00
5.709764501851461588e-02 1.273934168248809229e-01 8.439913368924178982e-01 1.284686748817871038e+00 2.807615372786568475e+00
5.503237609965828947e-02 4.702528291323144760e-01 6.941134323743549661e-01 1.140180406073847852e+00 3.269099493309647109e+00
5.032419323404482142e-02 3.858783997864216886e-01 7.608207504836661528e-01 7.850726596345736219e-01 2.424074872095045130e+00
3.000284310020214298e-02 3.477251723442676412e-01 7.912281024233440707e-01 1.140934743381073257e+00 3.453281917542907919e+00
6.061775914391347164e-02 3.202389988625740092e-01 5.062848479107109334e-01 8.426684430064529385e-01 3.200455797209965425e+00
6.646147266773524964e-02 1.067014701858644415e-01 6.455847611182318202e-01 7.035102021830603736e-01 2.355102637110491060e+00
3.343569318856629002e-02 4.876148175494988690e-01 7.119586072720406333e-01 7.184097245303011636e-01 2.792067553702852756e+00
3.371093635198584015e-02 1.908536557577382164e-01 7.433406650013276717e-01 6.504007895621247703e-01 3.752651735454501036e+00
4.910912524456430284e-02 5.534425247901485490e-01 8.045279144560354423e-01 7.181324514495756040e-01 3.103501333931886208e+00
4.628978518236294415e-02 2.200502130976579318e-01 6.451271748888308677e-01 1.009380916557329755e+00 3.533727241749104131e+00
4.123085465333825583e-02 1.106678532233067030e-01 5.958575866957449563e-01 8.183932866523406791e-01 2.183772836223684788e+00
4.222925934599884579e-02 5.784676961546321161e-01 8.389380991617252370e-01 6.189945769787631447e-01 3.432741373206239288e+00
6.682917529022731895e-02 1.951535743754625740e-01 5.068072757939247053e-01 1.249906942821574773e+00 2.632102910469404033e+00
4.132747914842414827e-02 3.587214457808084456e-01 7.423958219717504692e-01 6.209816269291043023e-01 3.793997683912376573e+00
4.704089160946060832e-02 5.525080189420364940e-01 7.924170443168925271e-01 6.249074267294432161e-01 3.547929887782674818e+00
5.490301051425457157e-02 4.773102213152033979e-01 7.787690876672077600e-01 7.261473432419055518e-01 3.065048044239941927e+00
4.697249189366313471e-02 1.296897868141909105e-01 8.443312185369700185e-01 1.028946588367376958e+00 3.618539961593545407e+00
5.465223360884165216e-02 1.094987437745911785e-01 8.634193659712274815e-01 9.116938102442004865e-01 3.827047203723966007e+00
3.134880569530908156e-02 5.959276871297735090e-01 7.752072530333526945e-01 1.042062018663299616e+00 3.794960223900371687e+00
5.338644256098472318e-02 1.109605106613024555e-01 5.129947768354549131e-01 1.206752069539979821e+00 2.429223317858372422e+00
3.052966587902617573e-02 3.648236524778277756e-01 8.063044577847483518e-01 8.277650034979868732e-01 2.486249621501698037e+00
5.892733527976336261e-02 3.291388270054127485e-01 6.118466419070360818e-01 7.063050490944121629e-01 3.327591157314715886e+00
6.591740601137596745e-02 4.802418532283945218e-01 6.216907449919004680e-01 1.026807969360546524e+00 2.742750595513881784e+00
3.353762640728857880e-02 4.598837828417652318e-01 7.026218167332113351e-01 6.838425521337212487e-01 2.039451191537363872e+00
5.923344565524960720e-02 4.254486710478897482e-01 5.144309298112355044e-01 9.376852672792344023e-01 2.412815443918429725e+00
6.601196669099762548e-02 2.343962751889716589e-01 6.856075670837141756e-01 7.332172947809859620e-01 3.903426451437931100e+00
4.666196614638451479e-02 1.051677881067273751e-01 7.229215325908351364e-01 9.104885505067430440e-01 2.283952304734436112e+00
3.030264812571859326e-02 3.507637664050115012e-01 6.847372415389972877e-01 1.257591707563106009e+00 2.168777722920113504e+00
3.334990501976749233e-02 3.429609729772736815e-01 6.425286180333383834e-01 6.476100483808968633e-01 3.691166221719393015e+00
6.336095510374856188e-02 5.706639206338658399e-01 5.436648767214301570e-01 7.815616480068290350e-01 3.809514275234504588e+00
3.908245991657392088e-02 2.109044853465093239e-01 6.555932376974641373e-01 6.832826040852423288e-01 3.399283204980748430e+00
6.465210901334864091e-02 3.782297804622429815e-01 8.702719851552591646e-01 1.207780317609745913e+00 3.214895689097648557e+00
4.674507599233691801e-02 2.494583789551852449e-01 6.651623878147764346e-01 1.195317492224089895e+00 2.502162714821348111e+00
6.514899127675928547e-02 3.471680396185669593e-01 5.440610235159795138e-01 6.662634285962709679e-01 3.320494175733450071e+00
6.377447381758989675e-02 5.613007794000594020e-01 8.221317437185544641e-01 8.901803574551598874e-01 3.918092203490770586e+00
6.046632261280476817e-02 5.909254672488404303e-01 8.225515654716182290e-01 8.290606061998290199e-01 3.979271430614285343e+00
5.416374067009832594e-02 1.473264001385673205e-01 5.918562444072830164e-01 1.004319181161806851e+00 3.923211985915380229e+00
6.279140276143703459e-02 2.653684411996464210e-01 7.207170847982040662e-01 8.057670711692355159e-01 2.042496162721114228e+00
6.447930328416459633e-02 5.818212431163299891e-01 8.208161879405635464e-01 1.260889542789946027e+00 3.354678544249638961e+00
3.108454882370594377e-02 5.343386753271182066e-01 8.742071820372641078e-01 1.037542899542621688e+00 2.668713719383860816e+00
5.942593221591054714e-02 3.702735683676827705e-01 6.354928596642820393e-01 1.002492925900097198e+00 3.279513610066970841e+00
6.708817444443634925e-02 5.188531004993486295e-01 7.414252790448441210e-01 9.068905504427944297e-01 2.890996947156654340e+00
6.921309477613309113e-02 1.356873202513227405e-01 5.611114684261441221e-01 9.830352251997349633e-01 2.823972812580497482e+00
6.518863642761647814e-02 3.660348837795910359e-01 5.962978363319282327e-01 1.013409833564141271e+00 2.427454467956944306e+00
3.116737784728056820e-02 1.993796844518986866e-01 8.035771269271213546e-01 1.073305132089678704e+00 2.645256194054486976e+00
5.823199792521853435e-02 3.398279560336367466e-01 5.118818631942355646e-01 1.150105388122822259e+00 2.956186179671275838e+00
3.837949268745678710e-02 2.047333222017918564e-01 8.612167314416820929e-01 1.280390022331129529e+00 2.800321452636751474e+00
5.167015112442936708e-02 2.982053778155432378e-01 6.582428111102185397e-01 6.893991213500935133e-01 3.770029863847239149e+00
6.158979046843048033e-02 5.822989681269463702e-01 5.080807797025101991e-01 1.289232672659935020e+00 3.944712454787422828e+00
4.713778744302764279e-02 3.803861871653428928e-01 8.650159238426760044e-01 6.392070245192569278e-01 2.591140258020210307e+00
5.404885397163321226e-02 4.192978468338162124e-01 5.347596899595998821e-01 6.798581070008697935e-01 2.611742474385486901e+00
3.240788136874858671e-02 2.373880413537149403e-01 8.407607624417575698e-01 6.925338448334567021e-01 3.304219114712043215e+00
5.521088237955762423e-02 1.533465999269602587e-01 8.242140570098170915e-01 1.010755216541338042e+00 3.731640030667395358e+00
5.564192089747507786e-02 3.611328482368914017e-01 7.250554516196248134e-01 1.198927085593704422e+00 3.936456644391479465e+00
6.565726293987650397e-02 1.745191355877786232e-01 7.656828525988612633e-01 9.000711513988333135e-01 2.398349531185671069e+00
3.902604367969026572e-02 5.279153430552073756e-01 8.749863897466431117e-01 7.129575169541952917e-01 3.657334025733935512e+00
3.983558866691042089e-02 1.027468715979982100e-01 7.492191625757491646e-01 6.257415062598872257e-01 2.721438639577428376e+00
3.829393157543550807e-02 4.520625630233264802e-01 8.472465457292128743e-01 7.564649753680551258e-01 3.732881678246408264e+00
6.368209026797820582e-02 2.133420491868668611e-01 7.330309442485033466e-01 9.959905755405493721e-01 2.641323207347378244e+00
3.974690524741707198e-02 3.665868258723942175e-01 5.738645655840576287e-01 8.502581515791907130e-01 2.584633672763343437e+00
3.048968935388787077e-02 2.073781078651165954e-01 6.590337840136156755e-01 7.699896455194824574e-01 2.995036634662799457e+00
3.245291888669039893e-02 4.365510968775302425e-01 5.388397507097658634e-01 6.978937883966148670e-01 3.093852439336958859e+00
4.168180080324606490e-02 4.845499350611418565e-01 6.280443950722781610e-01 1.298365117660454260e+00 3.220887069123410384e+00
4.693309619236992608e-02 3.191972819986363952e-01 6.053775583009797234e-01 8.826439737347615555e-01 2.545124371992342205e+00
4.002154806034032009e-02 4.481996061134110310e-01 6.883889746082758609e-01 6.218203206516058623e-01 3.878285244044314517e+00
5.104292689018222889e-02 1.351045497094169046e-01 8.628025244284189821e-01 1.031970757434932606e+00 3.674090832967785936e+00
4.014892705440217813e-02 2.601596668634482690e-01 6.837187998828884172e-01 9.100400677073029465e-01 2.925375158313715307e+00
3.628369718742215783e-02 3.547642648682542976e-01 7.956821149954902417e-01 6.489761266700940778e-01 2.579634003144620991e+00
3.735232104726144559e-02 5.369129364787746939e-01 7.455091322977484003e-01 6.785341857421478551e-01 3.298983395579919264e+00
3.214756992472819069e-02 4.510425524961924060e-01 5.425740914061598641e-01 1.296273844573204048e+00 3.966830084051435890e+00
4.182568671700941793e-02 1.622733998561986524e-01 5.815284990691826916e-01 1.216828702130666962e+00 3.623078153895992415e+00
3.668655219279615132e-02 5.015194237670700383e-01 8.618397697212905051e-01 1.006522903767625765e+00 2.472353381996487798e+00
5.461464859030261410e-02 2.879353014016962087e-01 6.034197745508457222e-01 1.204730944373549661e+00 3.231547848624001684e+00
5.456308780270001380e-02 1.289728010935936031e-01 5.683463403866850783e-01 7.323177287701954086e-01 3.059020443211516227e+00
3.109561609246646458e-02 4.537422404622680761e-01 5.223011688240919437e-01 1.072814086845163439e+00 3.443443651772133407e+00
3.458474701998699025e-02 5.664457755690800456e-01 8.022268601552930978e-01 1.069343661232323273e+00 2.279363028760851062e+00
4.127394951172801835e-02 4.939064535342504447e-01 7.355844461347130769e-01 6.244819179306161372e-01 3.343507090091973666e+00
3.741765134929856546e-02 5.754541999949884801e-01 7.768078824915676250e-01 8.449861783175327545e-01 2.624778927775655468e+00
3.635066985055382394e-02 3.889393508946320521e-01 6.481282145357291080e-01 9.869372038766797139e-01 3.368083730017549016e+00
3.616142235788778747e-02 1.578367485284714877e-01 5.377517311624486762e-01 1.214542238976929589e+00 3.564807586237137560e+00
4.009649093885182813e-02 1.163082213798949383e-01 8.961792075775105726e-01 8.739835312366457387e-01 3.374550220529155986e+00
5.548556871948122360e-02 3.435687100306827890e-01 6.690619870066163433e-01 1.250533443051355054e+00 2.757100666066432559e+00
3.953850994918382822e-02 1.375778682899767569e-01 5.478658832669920375e-01 1.098788691962838238e+00 2.113843549580776582e+00
6.796508452878491369e-02 4.859666417411696582e-01 5.514527527176471544e-01 1.022664555179160217e+00 2.379976061851620361e+00
5.438181358040625191e-02 4.306650180973783382e-01 8.267470994519428018e-01 1.160775085377598437e+00 3.197289672516410164e+00
6.187295594648019315e-02 4.448523254680758487e-01 8.666775930688859209e-01 1.038684548158730570e+00 3.264325968758120311e+00
5.281117916607967755e-02 5.223496592437660846e-01 5.097731601424659864e-01 7.776366395244831420e-01 2.408321486236091769e+00
6.126155095752328084e-02 3.834770497988694293e-01 8.172415784562836460e-01 1.296611163569206360e+00 3.325860533989522416e+00
4.656993611699217217e-02 1.150391326836056327e-01 6.001122740651549936e-01 1.023650969513796305e+00 3.491013441874263989e+00
6.419914412847207985e-02 4.588091426479778967e-01 7.192801494809808460e-01 1.169355524605183438e+00 3.808383417422146699e+00
5.560077614902536602e-02 1.512565375745672791e-01 6.367101972102873209e-01 1.261923757508186972e+00 3.785821828748022089e+00
4.846600100764072994e-02 3.232386498603829761e-01 8.115110458350198730e-01 1.051164589941877781e+00 3.644901214649929333e+00
6.855312251084907937e-02 4.980245368452240751e-01 7.306516629656830686e-01 6.618964650342381573e-01 2.448313298545797156e+00
4.113379193395857308e-02 2.831653636660801387e-01 7.926349728047179521e-01 7.542232883868746907e-01 2.335915556794667225e+00
6.482339924729975389e-02 2.624360741629459537e-01 6.930101911950118376e-01 1.074372116045513748e+00 3.841728835847822765e+00
5.066757021131150507e-02 3.161633288680512077e-01 5.315347085819577266e-01 1.274040757440983107e+00 3.760766413687307796e+00
4.074701996132397419e-02 1.736199993377793294e-01 8.972517144526573896e-01 6.807760356773714383e-01 3.038172860713891588e+00
6.288001601694614973e-02 5.714141078906339599e-01 5.306526404754403625e-01 8.472620082052315649e-01 2.519320160258424757e+00
4.343792987114935417e-02 3.935591775323427077e-01 5.018113063770068827e-01 1.070330503671097944e+00 3.581950891533137504e+00
5.531678044793252036e-02 4.438500787601910025e-01 8.643024163700178120e-01 7.797327777882470112e-01 3.150963182200087864e+00
3.103124447193555957e-02 1.652243158474647200e-01 8.984559264149423186e-01 6.005673422440188647e-01 2.723710706652359370e+00
5.649149918786164348e-02 5.262877683306297349e-01 5.598587302414640421e-01 1.174615246837019455e+00 3.383817523449469178e+00
4.596672645342096686e-02 1.635863226572116247e-01 7.570907700634235127e-01 1.278529831821567875e+00 3.853569337040946507e+00
5.357298237629997545e-02 5.796797285745139972e-01 8.975850124033906141e-01 8.958999805170678732e-01 3.681879623209459496e+00
5.149973017816225629e-02 5.450118512767341272e-01 5.430146559655005811e-01 7.146926077612467676e-01 2.593922741097307139e+00
3.092965023771099622e-02 4.024366604445298590e-01 6.252743428405269643e-01 1.089402325191919818e+00 2.922659174749468125e+00
4.242675203734160017e-02 1.311199259980796450e-01 5.901993815065349480e-01 6.301781772981895902e-01 2.699723571451324133e+00
4.397461264546927845e-02 4.925675380710734519e-01 6.739604514431233317e-01 6.348926176153686374e-01 2.281277932711395007e+00
6.396709719078867706e-02 1.610040560894772377e-01 8.831719678418572528e-01 1.021350332033875041e+00 3.169717174673824189e+00
3.919057867015662139e-02 4.318165701092347986e-01 8.277755004263098737e-01 6.444208423818291731e-01 3.022248349326692285e+00
6.696212078990677885e-02 3.865863043157912182e-01 5.875881983369281025e-01 9.478453290437265366e-01 2.153146259852917854e+00
6.675032637165154159e-02 1.301055961604183631e-01 5.074279522469337111e-01 9.700269408551691619e-01 3.532355419016957043e+00
6.334702374833352245e-02 1.565923131434857896e-01 8.086204513787562664e-01 7.236702332305128271e-01 3.056711640348635406e+00
5.350441064480802866e-02 2.644514486641988960e-01 8.039563937899216750e-01 9.439250661003286691e-01 3.362143044000211134e+00
4.898724449480916510e-02 1.398202214352479433e-01 8.121794757784372987e-01 1.295078950094796788e+00 2.836331293432619027e+00
4.783640046339716900e-02 5.747066912599353428e-01 7.640606622694783301e-01 9.129975450960935435e-01 3.306496617690233286e+00
6.219125266250168094e-02 1.405697214322318422e-01 5.617592622620702913e-01 1.203541497027759810e+00 2.487892851723204402e+00
4.763564661085963048e-02 5.484819759261722050e-01 7.705841343943025112e-01 1.185136509181192954e+00 2.598802572614445694e+00
3.888379797138605265e-02 1.268068783424375623e-01 8.178140435052454471e-01 1.014451105135524056e+00 3.364194797132129544e+00
3.546795288011607428e-02 2.589490927488146688e-01 6.319313968739268539e-01 1.248343968343927246e+00 3.742948937985515201e+00
4.847678779989453290e-02 2.318089487593028020e-01 8.841464849649843805e-01 7.200513778146889754e-01 3.128921191274322666e+00
4.135367798090381491e-02 4.356705415941769521e-01 5.926850466969747488e-01 8.489535184015264413e-01 2.750276598529135530e+00
5.264178470701755957e-02 4.965827660823862733e-01 8.994754009145016216e-01 1.104836177044544510e+00 3.240354776048222085e+00
6.295981295382689635e-02 4.369294044434923752e-01 7.878722617182438714e-01 6.717836821163136740e-01 3.132116410431228459e+00
4.323125833631356885e-02 4.780801615465980481e-01 5.145024967775349012e-01 7.158364073257917903e-01 2.250436565280396373e+00
6.434869702788431622e-02 2.130893908175958140e-01 7.671336369835917157e-01 9.203565624290879210e-01 3.598786457580677833e+00
5.386894400718597598e-02 2.775782328997948301e-01 8.564555212882711821e-01 6.908751388068353760e-01 2.422320230811351838e+00
3.248421095775195361e-02 2.250889201602750134e-01 7.063858594138907598e-01 7.241976000098355737e-01 2.359443314594869445e+00
4.356866657861531433e-02 4.664261919951123714e-01 5.710968507514810888e-01 1.079419013526917270e+00 3.992566600918916464e+00
5.777190950743067710e-02 1.894096946984976659e-01 7.934060573533956440e-01 1.293652366713785806e+00 3.163262281037834356e+00
5.091203688757801882e-02 4.271413823102968577e-01 8.262606746878164987e-01 1.141904216877302147e+00 2.875760046744229470e+00
4.892802666282368429e-02 1.057704028658175560e-01 8.479564789849187711e-01 8.536358122869889264e-01 2.270348865866243848e+00
6.227723830633671159e-02 5.950055361174168000e-01 8.639208297889557908e-01 1.181188669721420670e+00 3.180036580982013916e+00
3.972108517511668130e-02 5.200568980432634936e-01 7.777538726834307692e-01 1.083570363117519086e+00 2.450302822278737302e+00
