2theta (deg),Intensity (counts)
41.36,184.3745
41.38,194.7095
41.4,207.9426
41.42,187.4571
41.44,202.9356
41.46,186.4342
41.48,204.6643
41.5,199.6436
41.52,183.8487
41.54,211.6474
41.56,192.6541
41.58,191.8975
41.6,202.0057
41.62,211.4864
41.64,189.8418
41.66,200.6168
41.68,204.2882
41.7,206.9311
41.72,201.7644
41.74,196.3297
41.76,191.7241
41.78,200.8614
41.8,189.2786
41.82,170.7865
41.84,204.3656
41.86,209.0393
41.88,176.3707
41.9,189.9027
41.92,206.1915
41.94,220.575
41.96,200.2079
41.98,192.72
42.0,198.171
42.02,213.7488
42.04,193.5404
42.06,192.0081
42.08,195.1726
42.1,190.4667
42.12,201.2267
42.14,216.2468
42.16,203.2308
42.18,197.4765
42.2,197.0819
42.22,184.3681
42.24,208.8311
42.26,199.2216
42.28,198.1952
42.3,231.9311
42.32,202.9875
42.34,192.4821
42.36,195.7364
42.38,211.4845
42.4,201.1327
42.42,185.6172
42.44,209.1923
42.46,193.3186
42.48,218.733
42.5,210.8005
42.52,195.5268
42.54,212.8102
42.56,200.6786
42.58,208.5277
42.6,204.8473
42.62,191.5364
42.64,193.5645
42.66,210.2996
42.68,196.6522
42.7,195.9635
42.72,190.4488
42.74,204.236
42.76,220.6252
42.78,189.3247
42.8,200.2422
42.82,214.1222
42.84,199.2036
42.86,204.5237
42.88,189.3761
42.9,204.2831
42.92,198.1286
42.94,209.8573
42.96,211.8739
42.98,225.8956
43.0,205.7963
43.02,203.258
43.04,201.9438
43.06,196.4683
43.08,203.3848
43.1,197.046
43.12,201.6846
43.14,213.176
43.16,189.9346
43.18,211.3988
43.2,213.1712
43.22,198.8193
43.24,178.7815
43.26,193.9218
43.28,212.9699
43.3,199.7713
43.32,190.007
43.34,194.9523
43.36,208.4062
43.38,205.4673
43.4,197.6107
43.42,196.3318
43.44,196.0824
43.46,190.7759
43.48,216.1538
43.5,196.7768
43.52,212.1716
43.54,215.2132
43.56,209.9831
43.58,195.6838
43.6,204.0373
43.62,199.758
43.64,190.963
43.66,203.2436
43.68,188.2096
43.7,211.8768
43.72,195.3538
43.74,202.0116
43.76,202.8329
43.78,197.411
43.8,205.8669
43.82,195.251
43.84,208.713
43.86,186.5402
43.88,201.2638
43.9,219.3893
43.92,189.9967
43.94,193.2226
43.96,205.1391
43.98,201.7958
44.0,203.5063
44.02,204.8919
44.04,206.3472
44.06,211.097
44.08,204.0982
44.1,197.5874
44.12,206.7257
44.14,218.9988
44.16,198.6737
44.18,190.2547
44.2,211.0708
44.22,198.7962
44.24,178.2733
44.26,208.4742
44.28,194.6467
44.3,199.0947
44.32,203.3198
44.34,201.905
44.36,207.0945
44.38,195.6451
44.4,205.1311
44.42,197.4045
44.44,207.3881
44.46,206.1537
44.48,190.6456
44.5,210.8598
44.52,194.6404
44.54,208.0806
44.56,203.6729
44.58,218.3818
44.6,197.7653
44.62,196.5068
44.64,199.8058
44.66,196.9682
44.68,207.9994
44.7,183.8369
44.72,189.4632
44.74,189.322
44.76,209.5031
44.78,217.1061
44.8,198.9555
44.82,198.3118
44.84,200.7005
44.86,211.6188
44.88,190.7265
44.9,202.3837
44.92,209.752
44.94,205.0109
44.96,201.8958
44.98,210.0105
45.0,172.9677
45.02,206.7788
45.04,193.4592
45.06,181.6937
45.08,205.112
45.1,213.7366
45.12,198.6255
45.14,209.5287
45.16,216.1228
45.18,213.1491
45.2,216.3996
45.22,207.4213
45.24,200.7543
45.26,183.9803
45.28,197.5394
45.3,191.5675
45.32,221.7094
45.34,198.2411
45.36,201.232
45.38,205.5149
45.4,200.436
45.42,216.9505
45.44,193.7735
45.46,201.9461
45.48,192.5753
45.5,186.7998
45.52,193.8823
45.54,199.6296
45.56,195.707
45.58,193.0758
45.6,185.9368
45.62,199.1689
45.64,184.9528
45.66,207.6006
45.68,200.8244
45.7,185.4245
45.72,196.9079
45.74,192.4784
45.76,203.1917
45.78,213.4045
45.8,181.2483
45.82,201.1503
45.84,198.3987
45.86,206.7134
45.88,202.132
45.9,192.4803
45.92,196.8095
45.94,192.0397
45.96,210.7601
45.98,200.2131
46.0,219.0119
46.02,199.3934
46.04,192.9159
46.06,184.8629
46.08,181.9686
46.1,184.1586
46.12,202.6713
46.14,205.0873
46.16,184.1881
46.18,208.9504
46.2,195.1694
46.22,201.4679
46.24,216.1222
46.26,208.9684
46.28,197.3147
46.3,191.0881
46.32,178.4818
46.34,192.8085
46.36,197.8887
46.38,190.1282
46.4,198.6874
46.42,200.7685
46.44,197.7514
46.46,193.5
46.48,201.6865
46.5,204.4194
46.52,189.096
46.54,214.1093
46.56,199.0141
46.58,200.1885
46.6,207.0821
46.62,202.3322
46.64,209.5314
46.66,202.8712
46.68,193.8756
46.7,203.615
46.72,188.5627
46.74,201.0856
46.76,199.6677
46.78,197.9188
46.8,198.7146
46.82,181.1815
46.84,194.5128
46.86,200.9284
46.88,201.5986
46.9,189.7232
46.92,212.6571
46.94,191.3383
46.96,209.6946
46.98,204.2719
47.0,193.5377
47.02,217.7531
47.04,188.0636
47.06,209.1915
47.08,210.0058
47.1,193.2938
47.12,213.9247
47.14,197.4995
47.16,202.8869
47.18,202.6032
47.2,198.6569
47.22,208.1081
47.24,207.9349
47.26,182.5147
47.28,213.0434
47.3,183.3751
47.32,210.3255
47.34,211.2671
47.36,189.0903
47.38,195.8919
47.4,188.943
47.42,197.8508
47.44,196.9197
47.46,207.7966
47.48,213.1031
47.5,213.9568
47.52,194.3783
47.54,197.9078
47.56,183.1656
47.58,191.9413
47.6,209.6485
47.62,216.1558
47.64,187.6565
47.66,194.0754
47.68,199.7359
47.7,202.8016
47.72,191.904
47.74,204.2406
47.76,195.2616
47.78,199.8555
47.8,205.4628
47.82,200.0642
47.84,195.6361
47.86,198.9039
47.88,199.1164
47.9,196.2999
47.92,197.412
47.94,215.9865
47.96,205.6092
47.98,197.0452
48.0,206.9695
48.02,196.6618
48.04,211.7312
48.06,203.6964
48.08,198.927
48.1,204.4772
48.12,184.2912
48.14,188.7323
48.16,188.0607
48.18,201.4294
48.2,217.3251
48.22,222.313
48.24,206.3805
48.26,205.0084
48.28,181.9894
48.3,194.5733
48.32,192.1222
48.34,193.7915
48.36,198.3186
48.38,195.2791
48.4,180.207
48.42,207.4791
48.44,189.2726
48.46,202.3925
48.48,220.7408
48.5,190.8062
48.52,174.6971
48.54,197.14
48.56,211.0096
48.58,219.5835
48.6,187.7045
48.62,204.967
48.64,195.3469
48.66,198.9405
48.68,226.4434
48.7,184.9703
48.72,202.5374
48.74,204.6769
48.76,210.8579
48.78,200.9798
48.8,203.0805
48.82,196.0835
48.84,202.6913
48.86,196.5681
48.88,206.2157
48.9,196.3039
48.92,203.771
48.94,199.7074
48.96,211.2605
48.98,199.4861
49.0,182.2697
49.02,212.6192
49.04,190.9427
49.06,193.4623
49.08,194.0434
49.1,213.7444
49.12,178.6433
49.14,231.3775
49.16,210.5606
49.18,202.2324
49.2,199.4511
49.22,202.8555
49.24,205.2112
49.26,206.4522
49.28,205.556
49.3,200.8958
49.32,198.0266
49.34,198.4873
49.36,198.0509
49.38,211.3377
49.4,205.9356
49.42,170.5961
49.44,206.559
49.46,201.9474
49.48,199.8129
49.5,196.1148
49.52,211.2411
49.54,209.4753
49.56,192.2712
49.58,204.0705
49.6,190.2834
49.62,186.2038
49.64,193.7328
49.66,208.6239
49.68,209.5313
49.7,205.1309
49.72,207.251
49.74,205.1618
49.76,193.5852
49.78,204.3192
49.8,208.0041
49.82,207.5429
49.84,211.8891
49.86,207.083
49.88,203.5145
49.9,210.7015
49.92,199.7348
49.94,191.1813
49.96,198.3693
49.98,192.551
50.0,193.2482
50.02,198.5548
50.04,192.0758
50.06,196.9204
50.08,181.0639
50.1,202.1329
50.12,200.0121
50.14,191.8291
50.16,206.5925
50.18,209.3757
50.2,183.9244
50.22,192.3728
50.24,192.3086
50.26,190.6011
50.28,208.2952
50.3,198.0629
50.32,197.3578
50.34,179.969
50.36,206.3729
50.38,187.6517
50.4,200.7
50.42,202.9933
50.44,214.0667
50.46,187.8384
50.48,171.5977
50.5,205.1712
50.52,223.9574
50.54,222.6037
50.56,218.937
50.58,221.7601
50.6,248.6718
50.62,249.6341
50.64,288.1748
50.66,317.648
50.68,356.6278
50.7,409.5558
50.72,421.7689
50.74,445.4914
50.76,476.6792
50.78,476.3688
50.8,493.0529
50.82,489.9668
50.84,471.694
50.86,452.1046
50.88,409.6205
50.9,393.1695
50.92,346.0277
50.94,312.5003
50.96,280.1322
50.98,260.9215
51.0,248.8516
51.02,218.0052
51.04,210.2593
51.06,207.177
51.08,192.4936
51.1,195.1401
51.12,197.0306
51.14,209.6705
51.16,203.0858
51.18,202.1554
51.2,208.6096
51.22,198.6706
51.24,203.9234
51.26,198.9754
51.28,202.6566
51.3,194.1735
51.32,175.6122
51.34,198.6573
51.36,214.2275
51.38,209.2622
51.4,209.654
51.42,212.3613
51.44,200.8866
51.46,201.9732
51.48,193.8235
51.5,196.8393
51.52,206.1577
51.54,212.0388
51.56,198.6055
51.58,195.4981
51.6,200.0053
51.62,206.0121
51.64,185.5615
51.66,177.0382
51.68,194.4946
51.7,187.7929
51.72,194.9186
51.74,198.5222
51.76,195.4675
51.78,214.5247
51.8,203.2674
51.82,203.0047
51.84,206.2221
51.86,188.6117
51.88,210.3911
51.9,199.2424
51.92,206.7048
51.94,189.2814
51.96,184.4624
51.98,208.1789
52.0,203.7641
52.02,190.9795
52.04,191.3034
52.06,211.2543
52.08,188.1059
52.1,216.4267
52.12,190.9938
52.14,206.3839
52.16,196.7138
52.18,206.0319
52.2,194.5589
52.22,198.3721
52.24,200.4092
52.26,189.9781
52.28,207.4082
52.3,194.8679
52.32,197.714
52.34,190.0565
52.36,174.3767
52.38,198.0897
52.4,224.1262
52.42,207.846
52.44,199.8074
52.46,197.3711
52.48,200.2247
52.5,205.4712
52.52,188.1919
52.54,211.1432
52.56,207.1538
52.58,207.1819
52.6,204.3848
52.62,200.1962
52.64,206.7286
52.66,205.9181
52.68,196.4596
52.7,194.264
52.72,201.0186
52.74,215.4902
52.76,187.6089
52.78,185.3247
52.8,201.6476
52.82,200.5089
52.84,201.7334
52.86,202.4395
52.88,197.768
52.9,214.8986
52.92,183.991
52.94,191.715
52.96,198.9675
52.98,183.5681
53.0,198.2415
53.02,216.6147
53.04,200.2089
53.06,202.307
53.08,187.3984
53.1,193.8364
53.12,196.248
53.14,196.8228
53.16,212.8164
53.18,205.5769
53.2,188.8854
53.22,202.465
53.24,204.9822
53.26,211.4015
53.28,215.8054
53.3,189.8491
53.32,191.8914
53.34,187.4242
53.36,197.6598
53.38,204.6636
53.4,209.8733
53.42,199.2405
53.44,196.8015
53.46,201.5176
53.48,191.6486
53.5,220.8954
53.52,183.9234
53.54,201.8474
53.56,220.2361
53.58,200.068
53.6,198.0996
53.62,196.4255
53.64,198.1961
53.66,213.7285
53.68,177.8814
53.7,215.3343
53.72,185.7604
53.74,197.3335
53.76,195.7076
53.78,205.8855
53.8,184.0188
53.82,204.6217
53.84,220.2431
53.86,186.3683
53.88,201.8971
53.9,193.3802
53.92,204.2589
53.94,200.1915
53.96,193.5851
53.98,204.8787
54.0,218.0435
54.02,198.091
54.04,207.1976
54.06,187.0673
54.08,190.4356
54.1,204.7241
54.12,214.8412
54.14,203.5561
54.16,196.8694
54.18,199.9929
54.2,187.4959
54.22,206.0452
54.24,208.8233
54.26,195.4791
54.28,195.2996
54.3,202.6588
54.32,195.6328
54.34,199.3387
54.36,220.9972
54.38,197.5297
54.4,196.4166
54.42,193.5246
54.44,207.4419
54.46,198.1878
54.48,193.5063
54.5,213.213
54.52,214.196
54.54,193.9958
54.56,181.3346
54.58,210.0751
54.6,193.1537
54.62,207.9063
54.64,180.299
54.66,208.926
54.68,187.8883
54.7,207.3076
54.72,200.1427
54.74,190.4606
54.76,195.9296
54.78,206.8632
54.8,201.0589
54.82,205.8441
54.84,219.7644
54.86,184.3576
54.88,216.1721
54.9,201.0436
54.92,191.0122
54.94,186.6969
54.96,198.1088
54.98,209.2165
55.0,198.7245
55.02,215.1115
55.04,185.4882
55.06,199.8791
55.08,187.4761
55.1,203.6363
55.12,208.8689
55.14,195.7924
55.16,173.9579
55.18,201.9895
55.2,204.3674
55.22,204.0429
55.24,212.3578
55.26,189.2895
55.28,206.8022
55.3,211.9251
55.32,182.2141
55.34,203.1965
55.36,194.9582
55.38,199.1848
55.4,203.4768
55.42,195.1277
55.44,193.2429
55.46,200.3415
55.48,189.1275
55.5,189.1417
55.52,206.7937
55.54,188.5121
55.56,206.6631
55.58,204.6259
55.6,182.7419
55.62,193.2244
55.64,211.9411
55.66,190.1883
55.68,195.356
55.7,204.6206
55.72,207.8339
55.74,197.4846
55.76,194.0249
55.78,214.2237
55.8,217.389
55.82,209.7886
55.84,200.8532
55.86,191.9173
55.88,191.6956
55.9,205.2251
55.92,204.184
55.94,214.016
55.96,206.5045
55.98,184.9692
56.0,210.5195
56.02,190.0194
56.04,196.1603
56.06,202.502
56.08,219.9567
56.1,231.0992
56.12,206.0672
56.14,198.168
56.16,205.3451
56.18,208.8766
56.2,196.7933
56.22,217.9521
56.24,202.3007
56.26,204.9774
56.28,206.6592
56.3,204.2159
56.32,208.3894
56.34,193.8275
56.36,194.417
56.38,188.9985
56.4,204.395
56.42,207.7894
56.44,204.5777
56.46,216.7449
56.48,199.944
56.5,206.6874
56.52,189.083
56.54,196.129
56.56,206.9554
56.58,208.491
56.6,197.0603
56.62,199.284
56.64,184.8213
56.66,196.4297
56.68,208.9038
56.7,205.7521
56.72,205.0067
56.74,200.4977
56.76,200.0706
56.78,193.3968
56.8,206.9883
56.82,204.2097
56.84,204.9202
56.86,194.7397
56.88,178.4666
56.9,210.9715
56.92,195.2116
56.94,191.3722
56.96,206.9348
56.98,196.0799
57.0,210.5994
57.02,206.1701
57.04,206.8357
57.06,186.3404
57.08,212.1194
57.1,202.6125
57.12,196.3072
57.14,201.4339
57.16,182.2376
57.18,204.0865
57.2,189.7063
57.22,186.4733
57.24,184.7764
57.26,211.1269
57.28,193.7074
57.3,215.3373
57.32,194.642
57.34,182.9264
57.36,188.8348
57.38,212.3581
57.4,198.441
57.42,194.5171
57.44,201.6002
57.46,205.0178
57.48,211.174
57.5,214.485
57.52,196.4023
57.54,186.7395
57.56,195.8653
57.58,202.6028
57.6,190.3624
57.62,190.4285
57.64,203.4379
57.66,199.5135
57.68,200.328
57.7,192.415
57.72,197.696
57.74,190.7577
57.76,208.902
57.78,210.3525
57.8,181.5381
57.82,190.7049
57.84,185.0347
57.86,193.4998
57.88,199.1656
57.9,185.5035
57.92,190.7814
57.94,189.9604
57.96,202.0727
57.98,200.6934
58.0,192.7826
58.02,201.7682
58.04,194.5332
58.06,197.2834
58.08,216.7345
58.1,213.4046
58.12,187.0042
58.14,208.2973
58.16,208.114
58.18,188.5174
58.2,208.1878
58.22,215.3793
58.24,188.7746
58.26,190.825
58.28,210.1766
58.3,202.715
58.32,205.5148
58.34,203.4059
58.36,203.907
58.38,186.7353
58.4,210.4732
58.42,211.6959
58.44,197.7061
58.46,199.5652
58.48,184.6889
58.5,205.1425
58.52,205.7206
58.54,199.3781
58.56,211.2435
58.58,196.6592
58.6,205.6461
58.62,189.8034
58.64,199.7645
58.66,198.2565
58.68,202.2531
58.7,196.3047
58.72,198.6853
58.74,208.2605
58.76,195.6324
58.78,183.9342
58.8,217.4958
58.82,213.8145
58.84,187.0774
58.86,206.8971
58.88,194.9703
58.9,202.6349
58.92,202.9422
58.94,197.6559
58.96,192.1623
58.98,193.0946
59.0,190.8381
59.02,191.6818
59.04,199.3282
59.06,192.8424
59.08,206.8205
59.1,214.8725
59.12,194.1995
59.14,202.394
59.16,204.9969
59.18,204.72
59.2,200.7596
59.22,207.4268
59.24,204.8225
59.26,187.6234
59.28,208.6916
59.3,208.8729
59.32,192.3671
59.34,200.3794
59.36,206.8333
59.38,197.9069
59.4,210.7298
59.42,223.6387
59.44,192.1401
59.46,186.1896
59.48,203.0382
59.5,207.2156
59.52,197.6913
59.54,214.5326
59.56,186.6139
59.58,206.9292
59.6,193.9414
59.62,217.1938
59.64,219.9252
59.66,192.3334
59.68,194.5044
59.7,208.5959
59.72,196.1287
59.74,199.5459
59.76,200.2539
59.78,180.8033
59.8,199.8616
59.82,193.1027
59.84,195.0688
59.86,214.4363
59.88,187.4349
59.9,208.1321
59.92,197.2104
59.94,197.2024
59.96,207.9037
59.98,203.4005
60.0,205.7061
60.02,209.6818
60.04,196.6869
60.06,193.8776
60.08,189.1485
60.1,191.7459
60.12,229.4909
60.14,212.4468
60.16,186.4893
60.18,186.7754
60.2,204.8187
60.22,205.4726
60.24,205.4888
60.26,197.4504
60.28,198.7455
60.3,203.2788
60.32,200.8589
60.34,177.807
60.36,197.702
60.38,191.4859
60.4,201.7521
60.42,229.8526
60.44,203.6748
60.46,196.8647
60.48,209.218
60.5,204.8269
60.52,204.2009
60.54,206.0685
60.56,220.5654
60.58,188.6911
60.6,204.7363
60.62,190.7362
60.64,205.5551
60.66,190.8131
60.68,195.8263
60.7,197.0491
60.72,209.7582
60.74,209.1845
60.76,187.5428
60.78,200.5493
60.8,192.9042
60.82,187.415
60.84,197.8298
60.86,196.9152
60.88,224.2672
60.9,204.3296
60.92,186.2238
60.94,194.3523
60.96,210.2138
60.98,220.8844
61.0,184.1402
61.02,181.2008
61.04,218.7097
61.06,203.8961
61.08,191.3171
61.1,205.3463
61.12,173.6425
61.14,200.0338
61.16,203.2782
61.18,209.2427
61.2,189.861
61.22,200.8569
61.24,190.7458
61.26,202.5538
61.28,191.0465
61.3,195.919
61.32,190.0418
61.34,206.5114
61.36,208.5845
61.38,197.6538
61.4,200.3824
61.42,185.5141
61.44,197.0032
61.46,199.498
61.48,226.2079
61.5,188.8803
61.52,214.6418
61.54,209.9686
61.56,202.8064
61.58,217.5862
61.6,203.7211
61.62,203.8916
61.64,199.4688
61.66,212.2357
61.68,210.9647
61.7,193.7432
61.72,186.8075
61.74,197.9702
61.76,191.9996
61.78,199.3648
61.8,212.3744
61.82,195.427
61.84,199.5718
61.86,200.5802
61.88,208.4843
61.9,177.5311
61.92,193.933
61.94,202.1128
61.96,212.0008
61.98,195.081
62.0,181.2345
62.02,206.1971
62.04,193.6464
62.06,188.1033
62.08,193.7565
62.1,198.1547
62.12,193.9526
62.14,177.9443
62.16,208.9707
62.18,212.7488
62.2,206.5152
62.22,188.6231
62.24,197.9851
62.26,199.9348
62.28,205.9879
62.3,206.6834
62.32,192.6583
62.34,200.82
62.36,204.5728
62.38,214.5582
62.4,207.0451
62.42,207.8906
62.44,200.8383
62.46,214.1046
62.48,204.0976
62.5,191.3891
62.52,214.0337
62.54,206.979
62.56,195.5696
62.58,195.2051
62.6,202.9658
62.62,204.6318
62.64,201.9729
62.66,203.1131
62.68,216.9996
62.7,210.7154
62.72,201.9064
62.74,209.4131
62.76,189.6748
62.78,203.9793
62.8,218.0931
62.82,197.8195
62.84,191.5237
62.86,193.4791
62.88,189.1037
62.9,192.1524
62.92,196.2949
62.94,185.9443
62.96,200.1562
62.98,209.0228
63.0,190.9224
63.02,215.1928
63.04,205.1079
63.06,210.3058
63.08,193.4217
63.1,208.5453
63.12,189.0807
63.14,208.9025
63.16,201.7184
63.18,205.5325
63.2,188.2441
63.22,191.0493
63.24,205.9723
63.26,190.5165
63.28,204.6321
63.3,186.3286
63.32,208.4817
63.34,187.6748
63.36,205.523
63.38,206.2563
63.4,193.0323
63.42,205.8203
63.44,202.6044
63.46,194.6116
63.48,189.9145
63.5,180.3737
63.52,203.4965
63.54,184.352
63.56,200.9534
63.58,197.3655
63.6,206.7914
63.62,196.9795
63.64,196.7055
63.66,207.3187
63.68,203.3506
63.7,203.1616
63.72,204.6927
63.74,184.6443
63.76,207.5679
63.78,206.1247
63.8,189.8332
63.82,197.5592
63.84,199.6069
63.86,198.655
63.88,203.3386
63.9,214.3137
63.92,210.8177
63.94,186.8778
63.96,206.2207
63.98,213.2893
64.0,203.8681
64.02,210.9098
64.04,220.1227
64.06,210.2371
64.08,202.4931
64.1,210.4509
64.12,201.4489
64.14,200.239
64.16,196.4859
64.18,215.6341
64.2,191.8157
64.22,215.3237
64.24,204.9986
64.26,186.0069
64.28,203.6765
64.3,178.9997
64.32,206.2551
64.34,208.8523
64.36,194.0764
64.38,201.2355
64.4,219.5416
64.42,194.9425
64.44,189.4109
64.46,214.8166
64.48,219.6259
64.5,200.037
64.52,210.1146
64.54,213.4148
64.56,192.5752
64.58,195.1469
64.6,212.3087
64.62,216.8501
64.64,205.6288
64.66,191.2019
64.68,219.8706
64.7,194.6903
64.72,196.6486
64.74,203.4234
64.76,215.5416
64.78,208.5398
64.8,204.1487
64.82,204.6329
64.84,200.4351
64.86,205.5814
64.88,174.7044
64.9,197.0339
64.92,202.4132
64.94,188.4899
64.96,203.8632
64.98,197.9553
65.0,217.5548
65.02,215.7302
65.04,195.3419
65.06,198.4916
65.08,199.2605
65.1,195.4834
65.12,201.9502
65.14,192.4172
65.16,188.6938
65.18,206.2271
65.2,206.2953
65.22,191.9568
65.24,208.9536
65.26,193.6842
65.28,202.5317
65.3,208.2034
65.32,199.6639
65.34,204.5474
65.36,194.8357
65.38,198.0353
65.4,197.9414
65.42,192.5342
65.44,198.2323
65.46,184.5138
65.48,195.0885
65.5,197.1512
65.52,197.4382
65.54,197.585
65.56,199.3824
65.58,204.7944
65.6,208.7452
65.62,193.5023
65.64,187.968
65.66,189.5796
65.68,195.128
65.7,196.4808
65.72,192.3
65.74,187.0388
65.76,195.4388
65.78,201.8143
65.8,205.9503
65.82,194.4258
65.84,195.87
65.86,190.733
65.88,199.6856
65.9,191.5157
65.92,205.7313
65.94,182.1413
65.96,196.4037
65.98,203.0111
66.0,201.8383
66.02,226.9303
66.04,203.498
66.06,189.9595
66.08,199.0454
66.1,182.2375
66.12,199.194
66.14,191.6694
66.16,209.1539
66.18,194.5046
66.2,198.8323
66.22,193.6444
66.24,217.3885
66.26,196.7876
66.28,218.3256
66.3,208.1415
66.32,204.8207
66.34,203.6873
66.36,203.938
66.38,180.7233
66.4,197.2112
66.42,208.4516
66.44,199.511
66.46,185.9481
66.48,199.476
66.5,217.0411
66.52,212.4689
66.54,199.38
66.56,209.5145
66.58,196.3349
66.6,182.9613
66.62,190.7553
66.64,215.6289
66.66,197.2601
66.68,197.5662
66.7,197.0016
66.72,219.0414
66.74,216.2596
66.76,222.1878
66.78,198.4095
66.8,202.9562
66.82,184.8336
66.84,214.7693
66.86,188.3222
66.88,202.1678
66.9,189.027
66.92,194.1113
66.94,191.6274
66.96,193.9212
66.98,194.6088
67.0,194.5173
67.02,208.3333
67.04,188.9514
67.06,202.2054
67.08,212.1796
67.1,194.868
67.12,192.8208
67.14,197.6948
67.16,211.7973
67.18,201.9411
67.2,194.6879
67.22,204.8388
67.24,188.9771
67.26,206.8136
67.28,204.0861
67.3,196.9219
67.32,191.6141
67.34,191.1332
67.36,205.3482
67.38,212.2898
67.4,193.6269
67.42,204.5839
67.44,179.1297
67.46,194.1538
67.48,199.6894
67.5,190.9032
67.52,190.6349
67.54,193.3222
67.56,202.9219
67.58,198.1267
67.6,177.6177
67.62,178.793
67.64,193.9313
67.66,204.5769
67.68,172.525
67.7,195.0027
67.72,194.7375
67.74,213.8834
67.76,196.1498
67.78,203.8299
67.8,201.4126
67.82,178.6943
67.84,207.6821
67.86,202.154
67.88,205.0827
67.9,239.2624
67.92,179.1589
67.94,217.247
67.96,197.1255
67.98,202.8733
68.0,199.5449
68.02,195.7576
68.04,194.3017
68.06,203.2951
68.08,184.8283
68.1,207.5058
68.12,195.8381
68.14,188.6993
68.16,195.4999
68.18,212.5715
68.2,194.6466
68.22,203.5845
68.24,192.6904
68.26,207.5792
68.28,206.8551
68.3,218.4861
68.32,198.2444
68.34,206.6865
68.36,200.9807
68.38,212.9587
68.4,192.8117
68.42,207.4501
68.44,198.053
68.46,199.3581
68.48,200.9175
68.5,202.5224
68.52,198.8377
68.54,202.1471
68.56,215.7812
68.58,209.8545
68.6,208.6915
68.62,195.4446
68.64,191.1076
68.66,209.553
68.68,208.7605
68.7,214.7267
68.72,193.9602
68.74,197.7045
68.76,183.6052
68.78,196.0753
68.8,209.9657
68.82,195.335
68.84,206.4048
68.86,198.095
68.88,203.2406
68.9,188.5231
68.92,200.8521
68.94,170.0886
68.96,198.131
68.98,183.6953
69.0,212.0599
69.02,207.7741
69.04,204.6667
69.06,215.2101
69.08,190.5108
69.1,217.4736
69.12,209.3219
69.14,197.6344
69.16,211.3562
69.18,188.9371
69.2,191.7549
69.22,193.9141
69.24,194.7102
69.26,189.4344
69.28,212.2308
69.3,197.4115
69.32,203.525
69.34,194.2965
69.36,181.794
69.38,202.7006
69.4,180.8775
69.42,199.3137
69.44,186.3168
69.46,219.8728
69.48,209.1136
69.5,201.0575
69.52,212.6371
69.54,191.5368
69.56,205.4348
69.58,201.9981
69.6,202.6402
69.62,212.7235
69.64,207.3249
69.66,202.8872
69.68,183.4511
69.7,190.3995
69.72,198.7729
69.74,200.9337
69.76,188.698
69.78,224.1168
69.8,215.1639
69.82,206.0212
69.84,200.7204
69.86,197.8779
69.88,190.4808
69.9,200.7748
69.92,202.5775
69.94,187.5824
69.96,203.3418
69.98,198.4474
70.0,180.9219
